DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,SEATS,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,AIRCRAFT_TYPE,YEAR,MONTH,DISTANCE_GROUP
1,1,0,188,5X,United Parcel Service,14492,RDU,"Raleigh/Durham, NC",NC,10868,CAE,"Columbia, SC",SC,691,2017,9,1
1,1,0,205,5X,United Parcel Service,14492,RDU,"Raleigh/Durham, NC",NC,11996,GSP,"Greer, SC",SC,622,2017,9,1
1,1,0,534,5X,United Parcel Service,14492,RDU,"Raleigh/Durham, NC",NC,13204,MCO,"Orlando, FL",FL,622,2017,9,2
1,1,0,534,5X,United Parcel Service,14492,RDU,"Raleigh/Durham, NC",NC,13204,MCO,"Orlando, FL",FL,691,2017,9,2
1,1,0,700,5X,United Parcel Service,14492,RDU,"Raleigh/Durham, NC",NC,13303,MIA,"Miami, FL",FL,622,2017,9,2
1,1,0,415,5X,United Parcel Service,14492,RDU,"Raleigh/Durham, NC",NC,14730,SDF,"Louisville, KY",KY,622,2017,9,1
1,1,0,415,5X,United Parcel Service,14492,RDU,"Raleigh/Durham, NC",NC,14730,SDF,"Louisville, KY",KY,626,2017,9,1
1,1,0,415,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,14492,RDU,"Raleigh/Durham, NC",NC,626,2017,9,1
1,1,187,646,AA,American Airlines Inc.,10257,ALB,"Albany, NY",NY,11057,CLT,"Charlotte, NC",NC,699,2017,9,2
1,1,150,546,AA,American Airlines Inc.,10792,BUF,"Buffalo, NY",NY,11057,CLT,"Charlotte, NC",NC,694,2017,9,2
1,1,187,646,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,10257,ALB,"Albany, NY",NY,699,2017,9,2
1,1,128,728,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,10721,BOS,"Boston, MA",MA,698,2017,9,2
1,1,150,546,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,10792,BUF,"Buffalo, NY",NY,694,2017,9,2
1,1,187,331,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,11278,DCA,"Washington, DC",VA,699,2017,9,1
1,1,187,500,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,11433,DTW,"Detroit, MI",MI,699,2017,9,2
1,1,128,632,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,11697,FLL,"Fort Lauderdale, FL",FL,698,2017,9,2
1,1,160,427,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,12339,IND,"Indianapolis, IN",IN,614,2017,9,1
1,1,209,541,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,12478,JFK,"New York, NY",NY,626,2017,9,2
1,1,150,2125,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,12892,LAX,"Los Angeles, CA",CA,694,2017,9,5
1,1,160,544,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,12953,LGA,"New York, NY",NY,614,2017,9,2
1,1,128,468,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,13204,MCO,"Orlando, FL",FL,698,2017,9,1
1,1,128,930,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,13487,MSP,"Minneapolis, MN",MN,698,2017,9,2
1,1,160,651,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,13495,MSY,"New Orleans, LA",LA,614,2017,9,2
1,1,150,290,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,13931,ORF,"Norfolk, VA",VA,694,2017,9,1
1,1,128,590,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,14027,PBI,"West Palm Beach/Palm Beach, FL",FL,698,2017,9,2
1,1,150,2296,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,14771,SFO,"San Francisco, CA",CA,694,2017,9,5
1,1,128,2296,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,14771,SFO,"San Francisco, CA",CA,698,2017,9,5
1,1,209,1475,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,14843,SJU,"San Juan, PR",PR,626,2017,9,3
1,1,128,1727,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,14869,SLC,"Salt Lake City, UT",UT,698,2017,9,4
1,1,187,603,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,15096,SYR,"Syracuse, NY",NY,699,2017,9,2
1,1,187,1735,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,15376,TUS,"Tucson, AZ",AZ,699,2017,9,4
1,1,187,331,AA,American Airlines Inc.,11278,DCA,"Washington, DC",VA,11057,CLT,"Charlotte, NC",NC,699,2017,9,1
1,1,128,632,AA,American Airlines Inc.,11697,FLL,"Fort Lauderdale, FL",FL,11057,CLT,"Charlotte, NC",NC,698,2017,9,2
1,1,160,427,AA,American Airlines Inc.,12339,IND,"Indianapolis, IN",IN,11057,CLT,"Charlotte, NC",NC,614,2017,9,1
1,1,187,328,AA,American Airlines Inc.,12451,JAX,"Jacksonville, FL",FL,11057,CLT,"Charlotte, NC",NC,699,2017,9,1
1,1,209,541,AA,American Airlines Inc.,12478,JFK,"New York, NY",NY,11057,CLT,"Charlotte, NC",NC,626,2017,9,2
1,1,150,2125,AA,American Airlines Inc.,12892,LAX,"Los Angeles, CA",CA,11057,CLT,"Charlotte, NC",NC,694,2017,9,5
1,1,187,511,AA,American Airlines Inc.,13244,MEM,"Memphis, TN",TN,11057,CLT,"Charlotte, NC",NC,699,2017,9,2
1,1,128,930,AA,American Airlines Inc.,13487,MSP,"Minneapolis, MN",MN,11057,CLT,"Charlotte, NC",NC,698,2017,9,2
1,1,160,651,AA,American Airlines Inc.,13495,MSY,"New Orleans, LA",LA,11057,CLT,"Charlotte, NC",NC,614,2017,9,2
1,1,150,290,AA,American Airlines Inc.,13931,ORF,"Norfolk, VA",VA,11057,CLT,"Charlotte, NC",NC,694,2017,9,1
1,1,128,590,AA,American Airlines Inc.,14027,PBI,"West Palm Beach/Palm Beach, FL",FL,11057,CLT,"Charlotte, NC",NC,698,2017,9,2
1,1,258,449,AA,American Airlines Inc.,14100,PHL,"Philadelphia, PA",PA,11057,CLT,"Charlotte, NC",NC,696,2017,9,1
1,1,150,2296,AA,American Airlines Inc.,14771,SFO,"San Francisco, CA",CA,11057,CLT,"Charlotte, NC",NC,694,2017,9,5
1,1,128,2296,AA,American Airlines Inc.,14771,SFO,"San Francisco, CA",CA,11057,CLT,"Charlotte, NC",NC,698,2017,9,5
1,1,209,1475,AA,American Airlines Inc.,14843,SJU,"San Juan, PR",PR,11057,CLT,"Charlotte, NC",NC,626,2017,9,3
1,1,128,1727,AA,American Airlines Inc.,14869,SLC,"Salt Lake City, UT",UT,11057,CLT,"Charlotte, NC",NC,698,2017,9,4
1,1,187,575,AA,American Airlines Inc.,15016,STL,"St. Louis, MO",MO,11057,CLT,"Charlotte, NC",NC,699,2017,9,2
1,1,50,83,MQ,Envoy Air,11057,CLT,"Charlotte, NC",NC,11995,GSO,"Greensboro/High Point, NC",NC,675,2017,9,1
1,1,50,599,MQ,Envoy Air,13930,ORD,"Chicago, IL",IL,11057,CLT,"Charlotte, NC",NC,675,2017,9,2
1,1,50,317,MQ,Envoy Air,14492,RDU,"Raleigh/Durham, NC",NC,13230,MDT,"Harrisburg, PA",PA,675,2017,9,1
1,1,50,131,OH,PSA Airlines Inc.,10431,AVL,"Asheville, NC",NC,10868,CAE,"Columbia, SC",SC,629,2017,9,1
1,1,76,742,OH,PSA Airlines Inc.,11003,CID,"Cedar Rapids/Iowa City, IA",IA,11057,CLT,"Charlotte, NC",NC,638,2017,9,2
1,1,65,430,OH,PSA Airlines Inc.,11042,CLE,"Cleveland, OH",OH,11057,CLT,"Charlotte, NC",NC,631,2017,9,1
1,1,65,742,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,11003,CID,"Cedar Rapids/Iowa City, IA",IA,638,2017,9,2
1,1,65,430,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,11042,CLE,"Cleveland, OH",OH,631,2017,9,1
1,1,50,335,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,11193,CVG,"Cincinnati, OH",KY,629,2017,9,1
1,1,50,416,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,11252,DAB,"Daytona Beach, FL",FL,629,2017,9,1
1,1,65,416,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,11252,DAB,"Daytona Beach, FL",FL,631,2017,9,1
1,1,65,331,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,11278,DCA,"Washington, DC",VA,631,2017,9,1
1,1,50,333,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,12217,HSV,"Huntsville, AL",AL,629,2017,9,1
1,1,65,322,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,12264,IAD,"Washington, DC",VA,631,2017,9,1
1,1,65,328,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,12451,JAX,"Jacksonville, FL",FL,631,2017,9,1
1,1,65,413,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,13230,MDT,"Harrisburg, PA",PA,631,2017,9,1
1,1,65,511,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,13244,MEM,"Memphis, TN",TN,631,2017,9,2
1,1,63,737,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,13296,MHT,"Manchester, NH",NH,631,2017,9,2
1,1,65,708,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,13485,MSN,"Madison, WI",WI,631,2017,9,2
1,1,67,913,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,13871,OMA,"Omaha, NE",NE,631,2017,9,2
1,1,65,290,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,13931,ORF,"Norfolk, VA",VA,631,2017,9,1
1,1,50,257,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,14524,RIC,"Richmond, VA",VA,629,2017,9,1
1,1,65,257,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,14524,RIC,"Richmond, VA",VA,631,2017,9,1
1,1,50,155,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,14574,ROA,"Roanoke, VA",VA,629,2017,9,1
1,1,76,1095,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,14683,SAT,"San Antonio, TX",TX,638,2017,9,3
1,1,65,335,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,14730,SDF,"Louisville, KY",KY,631,2017,9,1
1,1,65,466,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,15295,TOL,"Toledo, OH",OH,631,2017,9,1
1,1,50,119,OH,PSA Airlines Inc.,11057,CLT,"Charlotte, NC",NC,15323,TRI,"Bristol/Johnson City/Kingsport, TN",TN,629,2017,9,1
1,1,65,416,OH,PSA Airlines Inc.,11252,DAB,"Daytona Beach, FL",FL,11057,CLT,"Charlotte, NC",NC,631,2017,9,1
1,1,50,113,OH,PSA Airlines Inc.,11617,EWN,"New Bern/Morehead/Beaufort, NC",NC,14492,RDU,"Raleigh/Durham, NC",NC,629,2017,9,1
1,1,76,90,OH,PSA Airlines Inc.,11641,FAY,"Fayetteville, NC",NC,13577,MYR,"Myrtle Beach, SC",SC,638,2017,9,1
1,1,50,333,OH,PSA Airlines Inc.,12217,HSV,"Huntsville, AL",AL,11057,CLT,"Charlotte, NC",NC,629,2017,9,1
1,1,65,322,OH,PSA Airlines Inc.,12264,IAD,"Washington, DC",VA,11057,CLT,"Charlotte, NC",NC,631,2017,9,1
1,1,63,185,OH,PSA Airlines Inc.,12323,ILM,"Wilmington, NC",NC,11057,CLT,"Charlotte, NC",NC,631,2017,9,1
1,1,65,328,OH,PSA Airlines Inc.,12451,JAX,"Jacksonville, FL",FL,11057,CLT,"Charlotte, NC",NC,631,2017,9,1
1,1,65,413,OH,PSA Airlines Inc.,13230,MDT,"Harrisburg, PA",PA,11057,CLT,"Charlotte, NC",NC,631,2017,9,1
1,1,65,511,OH,PSA Airlines Inc.,13244,MEM,"Memphis, TN",TN,11057,CLT,"Charlotte, NC",NC,631,2017,9,2
1,1,63,737,OH,PSA Airlines Inc.,13296,MHT,"Manchester, NH",NH,11057,CLT,"Charlotte, NC",NC,631,2017,9,2
1,1,65,708,OH,PSA Airlines Inc.,13485,MSN,"Madison, WI",WI,11057,CLT,"Charlotte, NC",NC,631,2017,9,2
1,1,67,913,OH,PSA Airlines Inc.,13871,OMA,"Omaha, NE",NE,11057,CLT,"Charlotte, NC",NC,631,2017,9,2
1,1,65,290,OH,PSA Airlines Inc.,13931,ORF,"Norfolk, VA",VA,11057,CLT,"Charlotte, NC",NC,631,2017,9,1
1,1,50,130,OH,PSA Airlines Inc.,14492,RDU,"Raleigh/Durham, NC",NC,11057,CLT,"Charlotte, NC",NC,629,2017,9,1
1,1,65,257,OH,PSA Airlines Inc.,14524,RIC,"Richmond, VA",VA,11057,CLT,"Charlotte, NC",NC,631,2017,9,1
1,1,50,155,OH,PSA Airlines Inc.,14574,ROA,"Roanoke, VA",VA,11057,CLT,"Charlotte, NC",NC,629,2017,9,1
1,1,76,1095,OH,PSA Airlines Inc.,14683,SAT,"San Antonio, TX",TX,11057,CLT,"Charlotte, NC",NC,638,2017,9,3
1,1,65,335,OH,PSA Airlines Inc.,14730,SDF,"Louisville, KY",KY,11057,CLT,"Charlotte, NC",NC,631,2017,9,1
1,1,65,466,OH,PSA Airlines Inc.,15295,TOL,"Toledo, OH",OH,11057,CLT,"Charlotte, NC",NC,631,2017,9,1
1,1,166,583,UA,United Air Lines Inc.,10431,AVL,"Asheville, NC",NC,11618,EWR,"Newark, NJ",NJ,614,2017,9,2
1,1,179,1337,UA,United Air Lines Inc.,11057,CLT,"Charlotte, NC",NC,11292,DEN,"Denver, CO",CO,634,2017,9,3
1,1,150,322,UA,United Air Lines Inc.,11057,CLT,"Charlotte, NC",NC,12264,IAD,"Washington, DC",VA,694,2017,9,1
1,1,179,1337,UA,United Air Lines Inc.,11292,DEN,"Denver, CO",CO,11057,CLT,"Charlotte, NC",NC,634,2017,9,3
1,1,179,1436,UA,United Air Lines Inc.,11292,DEN,"Denver, CO",CO,14492,RDU,"Raleigh/Durham, NC",NC,634,2017,9,3
1,1,166,583,UA,United Air Lines Inc.,11618,EWR,"Newark, NJ",NJ,10431,AVL,"Asheville, NC",NC,614,2017,9,2
1,0,0,1042,UA,United Air Lines Inc.,12266,IAH,"Houston, TX",TX,14492,RDU,"Raleigh/Durham, NC",NC,694,2017,9,3
1,1,128,1042,UA,United Air Lines Inc.,12266,IAH,"Houston, TX",TX,14492,RDU,"Raleigh/Durham, NC",NC,698,2017,9,3
